RECORDID,PERS_N,J_0_6_P,J_7_15_P,J_16_19_P,J_20_24_P,J_25_44_P,J_45_64_P,J_65_79_P,J_80PLUS_P,ALTERSQUOT,JUGENDQUOT,GESAMTQUOT,MANN_N,FRAU_N,FRAU_P,SCHWEIZ_N,AUSLAND_N,AUSLAND_P,FLAECHE_HA,DICHTE_PHA,STICHTAG,E,N
1429770,74,8.1,9.5,8.1,2.7,13.5,43.2,5.4,9.5,25,43.2,68.2,34,40,54.1,48,26,35.1,1,74,20230630,2684250,1247750
1427401,74,6.8,9.5,5.4,2.7,24.3,27,12.2,12.2,45,40,85,37,37,50,50,24,32.4,1,74,20230630,2684050,1248850
1415148,33,12.1,6.1,3,3,27.3,24.2,18.2,6.1,44.4,38.9,83.3,16,17,51.5,16,17,51.5,1,33,20230630,2684150,1248850
1418067,35,14.3,2.9,0,5.7,22.9,14.3,28.6,11.4,93.3,40,133.3,17,18,51.4,29,6,17.1,1,35,20230630,2684250,1248850
1440121,86,3.5,17.4,3.5,8.1,20.9,32.6,10.5,3.5,22.6,39.6,62.3,48,38,44.2,60,26,30.2,1,86,20230630,2684050,1249250
1444850,29,6.9,0,0,6.9,31,37.9,17.2,0,22.7,9.1,31.8,15,14,48.3,-999,-999,-999,1,29,20230630,2684250,1250250
1423371,129,3.1,3.1,0.8,9.3,47.3,22.5,7.8,6.2,17.6,8.8,26.5,61,68,52.7,75,54,41.9,1,129,20230630,2684150,1250750
1421017,151,6,4.6,2.6,7.9,51,13.9,6,7.9,19.1,18.2,37.3,77,74,49,74,77,51,1,151,20230630,2684050,1251150
1426057,154,7.1,15.6,3.2,3.2,24.7,27.9,11.7,6.5,32.6,46.5,79.1,72,82,53.2,124,30,19.5,1,154,20230630,2684050,1251450
1440087,119,7.6,0.8,0,1.7,65.5,21,3.4,0,3.8,9.5,13.3,70,49,41.2,55,64,53.8,1,119,20230630,2684250,1252350
1437995,5,0,0,0,0,60,20,0,20,25,0,25,-999,-999,-999,-999,-999,-999,1,5,20230630,2684150,1252550
1420495,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2684250,1252650
1424184,12,0,16.7,16.7,0,33.3,33.3,0,0,0,50,50,7,5,41.7,4,8,66.7,1,12,20230630,2684050,1253150
1427453,64,4.7,4.7,0,7.8,31.3,14.1,26.6,10.9,70.6,17.6,88.2,20,44,68.8,48,16,25,1,64,20230630,2684050,1253250
1416730,25,4,0,0,0,56,28,12,0,14.3,4.8,19,12,13,52,-999,-999,-999,1,25,20230630,2684050,1259350
1422333,39,2.6,35.9,0,0,12.8,48.7,0,0,0,62.5,62.5,21,18,46.2,32,7,17.9,1,39,20230630,2684250,1260550
1438241,13,7.7,23.1,0,23.1,30.8,7.7,0,7.7,12.5,50,62.5,7,6,46.2,-999,-999,-999,1,13,20230630,2684250,1260850
1446346,15,0,6.7,20,0,13.3,40,13.3,6.7,37.5,50,87.5,6,9,60,9,6,40,1,15,20230630,2684350,1237750
1422076,20,5,25,5,0,15,35,15,0,30,70,100,8,12,60,14,6,30,1,20,20230630,2684450,1237650
1437229,59,5.1,1.7,0,8.5,23.7,45.8,11.9,3.4,19.6,8.7,28.3,30,29,49.2,38,21,35.6,1,59,20230630,2684450,1239650
1434651,47,10.6,12.8,0,4.3,36.2,23.4,8.5,4.3,20,36.7,56.7,23,24,51.1,32,15,31.9,1,47,20230630,2684450,1239850
1436139,6,16.7,0,0,0,50,33.3,0,0,0,20,20,-999,-999,-999,-999,-999,-999,1,6,20230630,2684450,1240150
1444928,86,11.6,8.1,2.3,1.2,31.4,32.6,5.8,7,19.6,33.9,53.6,42,44,51.2,45,41,47.7,1,86,20230630,2684350,1241050
1441787,5,0,0,0,0,60,20,20,0,25,0,25,-999,-999,-999,-999,-999,-999,1,5,20230630,2684450,1241250
1426431,172,6.4,6.4,1.2,2.9,39.5,21.5,16.3,5.8,34.5,21.8,56.4,89,83,48.3,117,55,32,1,172,20230630,2684350,1245550
1411641,127,3.1,6.3,3.9,3.9,29.9,32.3,15.7,4.7,31,20.2,51.2,66,61,48,87,40,31.5,1,127,20230630,2684350,1245850
1434826,226,8.8,7.5,3.1,4.9,44.7,26.1,3.5,1.3,6.4,25.7,32.2,119,107,47.3,147,79,35,1,226,20230630,2684350,1246650
1416643,139,5,8.6,5,7.2,35.3,28.1,8.6,2.2,15.3,26.5,41.8,72,67,48.2,88,51,36.7,1,139,20230630,2684450,1246750
1427219,34,5.9,8.8,0,0,55.9,26.5,0,2.9,3.6,17.9,21.4,19,15,44.1,19,15,44.1,1,34,20230630,2684450,1248350
1435171,73,16.4,8.2,2.7,4.1,34.2,19.2,11,4.1,26.2,47.6,73.8,25,48,65.8,33,40,54.8,1,73,20230630,2684450,1248750
1441661,6,0,0,0,66.7,33.3,0,0,0,0,0,0,-999,-999,-999,-999,-999,-999,1,6,20230630,2684450,1251850
1413043,50,16,6,2,8,48,18,2,0,2.7,32.4,35.1,26,24,48,30,20,40,1,50,20230630,2684350,1252150
1429374,8,0,25,25,0,25,25,0,0,0,100,100,-999,-999,-999,-999,-999,-999,1,8,20230630,2684350,1259650
1441157,30,6.7,3.3,0,3.3,60,10,13.3,3.3,22.7,13.6,36.4,14,16,53.3,26,4,13.3,1,30,20230630,2684450,1259750
1424157,8,25,0,0,0,25,25,25,0,50,50,100,-999,-999,-999,-999,-999,-999,1,8,20230630,2684350,1260850
1434275,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2684750,1235750
1435036,56,7.1,16.1,1.8,1.8,35.7,21.4,12.5,3.6,27.3,42.4,69.7,25,31,55.4,38,18,32.1,1,56,20230630,2684750,1238050
1432850,36,8.3,5.6,0,2.8,13.9,41.7,16.7,11.1,47.6,23.8,71.4,18,18,50,27,9,25,1,36,20230630,2684550,1238350
1418344,57,8.8,12.3,0,0,29.8,29.8,10.5,8.8,32.4,35.3,67.6,27,30,52.6,37,20,35.1,1,57,20230630,2684750,1238850
1443869,50,18,14,2,0,32,22,10,2,22.2,63,85.2,25,25,50,27,23,46,1,50,20230630,2684650,1239650
1421598,69,13,8.7,0,2.9,37.7,21.7,15.9,0,25.6,34.9,60.5,36,33,47.8,35,34,49.3,1,69,20230630,2684550,1239750
1446272,38,5.3,5.3,0,13.2,18.4,36.8,10.5,10.5,30.8,15.4,46.2,16,22,57.9,26,12,31.6,1,38,20230630,2684650,1239850
1426792,29,6.9,10.3,0,6.9,17.2,20.7,31,6.9,84.6,38.5,123.1,18,11,37.9,21,8,27.6,1,29,20230630,2684650,1240350
1416923,226,4,7.5,0.4,4.4,43.4,23,13.7,3.5,24.4,16.9,41.3,100,126,55.8,156,70,31,1,226,20230630,2684650,1245450
1419612,40,5,12.5,12.5,7.5,17.5,35,2.5,7.5,16.7,50,66.7,20,20,50,35,5,12.5,1,40,20230630,2684650,1245750
1436905,9,22.2,0,0,0,44.4,11.1,11.1,11.1,40,40,80,4,5,55.6,-999,-999,-999,1,9,20230630,2684750,1245750
1422000,69,10.1,4.3,2.9,1.4,50.7,24.6,2.9,2.9,7.5,22.6,30.2,26,43,62.3,43,26,37.7,1,69,20230630,2684550,1246050
1439558,162,3.7,3.7,3.1,4.9,46.9,21.6,13,3.1,21.8,14.3,36.1,77,85,52.5,113,49,30.2,1,162,20230630,2684750,1246050
1431537,39,7.7,5.1,2.6,10.3,28.2,33.3,7.7,5.1,17.9,21.4,39.3,19,20,51.3,25,14,35.9,1,39,20230630,2684650,1246250
1411570,126,0,3.2,1.6,1.6,13.5,10.3,8.7,61.1,275,18.8,293.8,38,88,69.8,110,16,12.7,1,126,20230630,2684650,1246350
1421124,197,6.6,2.5,0,2,37.1,38.6,11.2,2,17,11.8,28.8,97,100,50.8,144,53,26.9,1,197,20230630,2684550,1246550
1430739,80,8.8,10,3.8,1.3,33.8,25,15,2.5,29.2,37.5,66.7,32,48,60,46,34,42.5,1,80,20230630,2684750,1246650
1412186,35,2.9,14.3,2.9,0,17.1,31.4,31.4,0,64.7,41.2,105.9,16,19,54.3,27,8,22.9,1,35,20230630,2684650,1247550
1422127,72,8.3,12.5,0,0,40.3,19.4,18.1,1.4,32.6,34.9,67.4,36,36,50,61,11,15.3,1,72,20230630,2684750,1247550
1434786,78,9,5.1,1.3,6.4,21.8,32.1,16.7,7.7,40.4,25.5,66,40,38,48.7,51,27,34.6,1,78,20230630,2684550,1247750
1436235,46,8.7,10.9,4.3,6.5,23.9,28.3,6.5,10.9,29.6,40.7,70.4,14,32,69.6,40,6,13,1,46,20230630,2684750,1247650
1423451,71,5.6,1.4,0,8.5,28.2,23.9,26.8,5.6,53.5,11.6,65.1,34,37,52.1,54,17,23.9,1,71,20230630,2684750,1247750
1432350,42,4.8,7.1,0,2.4,31,28.6,16.7,9.5,42.3,19.2,61.5,18,24,57.1,29,13,31,1,42,20230630,2684750,1247950
1427436,49,4.1,24.5,4.1,6.1,16.3,32.7,4.1,8.2,22.2,59.3,81.5,23,26,53.1,28,21,42.9,1,49,20230630,2684750,1248250
1421754,70,4.3,1.4,0,4.3,51.4,27.1,7.1,4.3,13.8,6.9,20.7,25,45,64.3,36,34,48.6,1,70,20230630,2684550,1248450
1431980,50,10,2,4,0,40,34,6,4,13.5,21.6,35.1,20,30,60,28,22,44,1,50,20230630,2684650,1250850
1417227,50,0,0,0,6,28,22,22,22,78.6,0,78.6,26,24,48,43,7,14,1,50,20230630,2684550,1251650
1430815,104,3.8,8.7,2.9,4.8,21.2,35.6,18.3,4.8,37.5,25,62.5,45,59,56.7,83,21,20.2,1,104,20230630,2684750,1251650
1414598,11,0,0,0,9.1,45.5,18.2,27.3,0,37.5,0,37.5,7,4,36.4,5,6,54.5,1,11,20230630,2684750,1251750
1430334,128,3.1,7.8,7.8,5.5,20.3,28.1,17.2,10.2,50.7,34.8,85.5,61,67,52.3,109,19,14.8,1,128,20230630,2684750,1251850
1416703,424,7.5,16.3,4.2,4.7,44.3,16.3,6.4,0.2,10.1,43,53.1,208,216,50.9,316,108,25.5,1,424,20230630,2684550,1252050
1425231,207,6.8,2.9,1.4,1.9,66.7,17.4,1.9,1,3.4,12.9,16.3,112,95,45.9,93,114,55.1,1,207,20230630,2684550,1252850
1443804,234,5.1,4.3,0.9,0.9,67.1,19.2,1.7,0.9,2.9,11.8,14.7,124,110,47,113,121,51.7,1,234,20230630,2684650,1252950
1434523,131,9.2,4.6,0.8,0.8,69.5,14.5,0.8,0,0.9,17.1,18,66,65,49.6,50,81,61.8,1,131,20230630,2684650,1253050
1412529,56,10.7,7.1,1.8,3.6,66.1,10.7,0,0,0,24.4,24.4,34,22,39.3,23,33,58.9,1,56,20230630,2684750,1253250
1423032,47,4.3,10.6,2.1,14.9,44.7,19.1,2.1,2.1,5.4,21.6,27,25,22,46.8,23,24,51.1,1,47,20230630,2684550,1253550
1418058,130,3.1,3.8,3.1,3.8,23.1,33.1,21.5,8.5,50,16.7,66.7,68,62,47.7,87,43,33.1,1,130,20230630,2684750,1253450
1433858,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2684650,1253650
1438745,5,0,0,20,0,40,20,20,0,33.3,33.3,66.7,-999,-999,-999,-999,-999,-999,1,5,20230630,2684750,1254050
1418768,6,0,0,0,0,50,50,0,0,0,0,0,-999,-999,-999,-999,-999,-999,1,6,20230630,2684550,1259350
1428757,4,0,0,0,0,0,50,25,25,100,0,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2684550,1260350
1419340,11,0,0,0,0,36.4,9.1,36.4,18.2,120,0,120,5,6,54.5,-999,-999,-999,1,11,20230630,2684550,1260450
1442646,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2684950,1235550
1416945,63,12.7,9.5,0,0,41.3,31.7,4.8,0,6.5,30.4,37,33,30,47.6,44,19,30.2,1,63,20230630,2685050,1237950
1416189,128,4.7,3.9,0.8,2.3,30.5,32,15.6,10.2,39.8,14.5,54.2,64,64,50,87,41,32,1,128,20230630,2684850,1238150
1445974,26,7.7,15.4,7.7,3.8,23.1,19.2,11.5,11.5,50,66.7,116.7,11,15,57.7,-999,-999,-999,1,26,20230630,2685050,1238350
1428155,25,8,28,0,0,36,28,0,0,0,56.3,56.3,14,11,44,20,5,20,1,25,20230630,2685050,1238450
1436613,99,8.1,12.1,4,3,26.3,33.3,10.1,3,21,38.7,59.7,49,50,50.5,71,28,28.3,1,99,20230630,2684850,1239250
1435227,110,5.5,11.8,2.7,5.5,33.6,31.8,7.3,1.8,12.8,28.2,41,58,52,47.3,57,53,48.2,1,110,20230630,2684950,1239150
1440758,87,3.4,10.3,2.3,1.1,23,32.2,19.5,8,49,28.6,77.6,41,46,52.9,63,24,27.6,1,87,20230630,2684850,1239650
1438828,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2684850,1244750
1447955,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2684850,1244950
1421904,129,0.8,4.7,3.9,3.1,45,27.9,12.4,2.3,19.4,12.2,31.6,63,66,51.2,105,24,18.6,1,129,20230630,2685050,1246050
1427663,86,5.8,10.5,10.5,2.3,19.8,31.4,11.6,8.1,37,50,87,41,45,52.3,70,16,18.6,1,86,20230630,2684850,1247050
1421163,98,2,8.2,3.1,8.2,36.7,27.6,12.2,2,19.7,18.3,38,42,56,57.1,69,29,29.6,1,98,20230630,2684950,1247050
1416216,113,7.1,9.7,5.3,0.9,37.2,23,10.6,6.2,27.5,36.2,63.8,50,63,55.8,71,42,37.2,1,113,20230630,2684850,1247150
1446000,41,0,9.8,7.3,4.9,14.6,36.6,14.6,12.2,47.8,30.4,78.3,19,22,53.7,31,10,24.4,1,41,20230630,2684950,1247350
1427947,43,2.3,14,0,7,11.6,20.9,27.9,16.3,111.8,41.2,152.9,20,23,53.5,39,4,9.3,1,43,20230630,2685050,1247350
1423400,30,10,16.7,10,0,23.3,20,20,0,46.2,84.6,130.8,17,13,43.3,19,11,36.7,1,30,20230630,2684950,1247650
1446783,11,18.2,0,0,9.1,18.2,27.3,27.3,0,50,33.3,83.3,-999,-999,-999,-999,-999,-999,1,11,20230630,2684850,1247950
1434768,202,7.9,4.5,1,9.4,58.9,14.4,2.5,1.5,4.8,16.2,21,105,97,48,72,130,64.4,1,202,20230630,2685050,1251150
1418552,29,3.4,6.9,3.4,13.8,24.1,37.9,6.9,3.4,13.6,18.2,31.8,12,17,58.6,23,6,20.7,1,29,20230630,2684950,1251550
1437118,44,6.8,11.4,2.3,11.4,36.4,13.6,6.8,11.4,29.6,33.3,63,19,25,56.8,37,7,15.9,1,44,20230630,2684950,1251650
1425924,89,5.6,7.9,3.4,14.6,29.2,19.1,16.9,3.4,32.1,26.8,58.9,45,44,49.4,66,23,25.8,1,89,20230630,2685050,1251650
1424244,31,12.9,12.9,3.2,3.2,38.7,25.8,0,3.2,4.8,42.9,47.6,13,18,58.1,16,15,48.4,1,31,20230630,2684850,1253450
1411907,155,7.1,12.9,2.6,9,47.7,18.1,1.9,0.6,3.4,30.2,33.6,77,78,50.3,66,89,57.4,1,155,20230630,2684850,1253550
1424777,7,0,0,0,0,28.6,14.3,57.1,0,133.3,0,133.3,-999,-999,-999,-999,-999,-999,1,7,20230630,2684950,1253450
1447741,5,0,0,0,20,20,0,20,40,150,0,150,-999,-999,-999,-999,-999,-999,1,5,20230630,2685050,1253450
1426845,166,4.8,12,5.4,7.8,26.5,31.3,7.8,4.2,18.3,33.9,52.3,85,81,48.8,101,65,39.2,1,166,20230630,2684850,1253750
1421075,154,5.8,11.7,2.6,5.2,33.1,27.3,10.4,3.9,21.8,30.7,52.5,86,68,44.2,76,78,50.6,1,154,20230630,2684950,1253850
1426254,138,5.8,8,1.4,8.7,42.8,19.6,8,5.8,19.4,21.4,40.8,69,69,50,66,72,52.2,1,138,20230630,2685050,1253850
1413952,43,9.3,4.7,0,0,32.6,16.3,25.6,11.6,76.2,28.6,104.8,23,20,46.5,35,8,18.6,1,43,20230630,2684850,1253950
1431799,154,7.1,11.7,3.9,7.8,44.8,20.1,3.2,1.3,6.3,31.3,37.5,93,61,39.6,44,110,71.4,1,154,20230630,2685050,1254150
1434286,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2684850,1259050
1419567,7,14.3,14.3,0,0,57.1,14.3,0,0,0,40,40,-999,-999,-999,-999,-999,-999,1,7,20230630,2684850,1259750
1413600,10,0,20,0,0,0,40,20,20,100,50,150,4,6,60,-999,-999,-999,1,10,20230630,2684950,1259650
1432471,77,14.3,10.4,0,2.6,24.7,26,19.5,2.6,41.5,46.3,87.8,45,32,41.6,56,21,27.3,1,77,20230630,2685350,1237950
1427851,28,10.7,14.3,3.6,0,25,35.7,10.7,0,17.6,47.1,64.7,16,12,42.9,17,11,39.3,1,28,20230630,2685250,1238250
1435495,126,8.7,8.7,7.1,4.8,26.2,32.5,7.9,4,18.8,38.8,57.5,61,65,51.6,91,35,27.8,1,126,20230630,2685150,1238350
1412420,58,3.4,13.8,5.2,5.2,29.3,25.9,8.6,8.6,28.6,37.1,65.7,32,26,44.8,39,19,32.8,1,58,20230630,2685250,1238550
1411776,65,1.5,7.7,3.1,0,27.7,35.4,24.6,0,39,19.5,58.5,32,33,50.8,47,18,27.7,1,65,20230630,2685150,1239050
1439116,45,2.2,2.2,2.2,6.7,11.1,35.6,24.4,15.6,75,12.5,87.5,23,22,48.9,39,6,13.3,1,45,20230630,2685150,1239250
1440676,87,13.8,9.2,0,2.3,42.5,21.8,8,2.3,15.5,34.5,50,41,46,52.9,63,24,27.6,1,87,20230630,2685250,1239150
1428446,9,0,33.3,0,0,11.1,11.1,33.3,11.1,200,150,350,5,4,44.4,-999,-999,-999,1,9,20230630,2685250,1243950
1419433,16,12.5,0,6.3,6.3,25,43.8,6.3,0,8.3,25,33.3,9,7,43.8,-999,-999,-999,1,16,20230630,2685350,1243850
1436507,50,8,2,0,4,40,26,8,12,28.6,14.3,42.9,19,31,62,42,8,16,1,50,20230630,2685350,1244650
1447191,6,0,0,0,0,0,0,50,50,0,0,0,-999,-999,-999,-999,-999,-999,1,6,20230630,2685350,1244750
1414126,68,10.3,8.8,1.5,2.9,35.3,22.1,10.3,8.8,31.7,34.1,65.9,28,40,58.8,49,19,27.9,1,68,20230630,2685250,1244950
1418234,66,7.6,9.1,1.5,4.5,19.7,39.4,10.6,7.6,28.6,28.6,57.1,39,27,40.9,59,7,10.6,1,66,20230630,2685250,1245150
1430634,107,8.4,13.1,9.3,4.7,15,31.8,11.2,6.5,34.5,60,94.5,48,59,55.1,85,22,20.6,1,107,20230630,2685350,1245050
1432375,26,0,3.8,11.5,7.7,46.2,23.1,7.7,0,10,20,30,15,11,42.3,-999,-999,-999,1,26,20230630,2685150,1245850
1426990,47,4.3,8.5,2.1,6.4,19.1,31.9,21.3,6.4,48.1,25.9,74.1,21,26,55.3,-999,-999,-999,1,47,20230630,2685250,1245950
1442762,4,0,0,0,0,0,50,50,0,100,0,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2685350,1245750
1437818,24,0,0,0,4.2,25,29.2,25,16.7,71.4,0,71.4,8,16,66.7,-999,-999,-999,1,24,20230630,2685350,1245950
1416186,185,5.9,4.9,4.3,11.9,46.5,17.8,7,1.6,11.3,19.9,31.2,97,88,47.6,118,67,36.2,1,185,20230630,2685250,1246150
1430879,75,2.7,10.7,4,0,25.3,38.7,13.3,5.3,29.2,27.1,56.3,30,45,60,63,12,16,1,75,20230630,2685150,1246350
1431033,98,7.1,9.2,0,3.1,39.8,24.5,11.2,5.1,24.2,24.2,48.5,46,52,53.1,54,44,44.9,1,98,20230630,2685250,1246650
1443798,25,0,28,4,0,8,48,12,0,21.4,57.1,78.6,14,11,44,-999,-999,-999,1,25,20230630,2685350,1247350
1432228,38,5.3,10.5,7.9,7.9,28.9,28.9,2.6,7.9,16,36,52,16,22,57.9,29,9,23.7,1,38,20230630,2685250,1247850
1426822,62,1.6,3.2,1.6,1.6,45.2,25.8,19.4,1.6,28.9,8.9,37.8,32,30,48.4,38,24,38.7,1,62,20230630,2685150,1248150
1421897,70,1.4,4.3,1.4,2.9,31.4,31.4,21.4,5.7,41.3,10.9,52.2,40,30,42.9,50,20,28.6,1,70,20230630,2685150,1250850
1431293,83,6,4.8,0,3.6,38.6,16.9,21.7,8.4,51,18.4,69.4,46,37,44.6,61,22,26.5,1,83,20230630,2685350,1250850
1434068,5,20,0,0,0,60,20,0,0,0,25,25,-999,-999,-999,-999,-999,-999,1,5,20230630,2685250,1251050
1411496,98,7.1,11.2,1,7.1,36.7,23.5,12.2,1,19.7,28.8,48.5,47,51,52,71,27,27.6,1,98,20230630,2685150,1251350
1432257,48,12.5,0,2.1,16.7,45.8,12.5,10.4,0,13.9,19.4,33.3,27,21,43.8,28,20,41.7,1,48,20230630,2685250,1251550
1435421,106,6.6,6.6,2.8,13.2,51.9,12.3,5.7,0.9,8.5,20.7,29.3,56,50,47.2,38,68,64.2,1,106,20230630,2685350,1251750
1437002,69,10.1,7.2,2.9,2.9,42,21.7,13,0,19.6,30.4,50,37,32,46.4,32,37,53.6,1,69,20230630,2685250,1252250
1427871,5,0,20,40,0,40,0,0,0,0,150,150,-999,-999,-999,-999,-999,-999,1,5,20230630,2685250,1253850
1446773,26,3.8,7.7,3.8,3.8,46.2,26.9,7.7,0,10,20,30,14,12,46.2,-999,-999,-999,1,26,20230630,2685150,1254850
1412020,28,7.1,14.3,3.6,7.1,14.3,46.4,7.1,0,10.5,36.8,47.4,16,12,42.9,18,10,35.7,1,28,20230630,2685450,1236950
1418706,16,25,0,0,0,37.5,31.3,6.3,0,9.1,36.4,45.5,8,8,50,-999,-999,-999,1,16,20230630,2685550,1238250
1431747,36,0,0,2.8,5.6,27.8,27.8,19.4,16.7,59.1,4.5,63.6,17,19,52.8,24,12,33.3,1,36,20230630,2685450,1243450
1425445,61,18,8.2,0,3.3,27.9,32.8,8.2,1.6,15.4,41,56.4,28,33,54.1,34,27,44.3,1,61,20230630,2685450,1244150
1441996,24,0,16.7,0,8.3,12.5,41.7,20.8,0,33.3,26.7,60,7,17,70.8,-999,-999,-999,1,24,20230630,2685450,1244450
1446492,17,0,0,11.8,5.9,11.8,35.3,35.3,0,66.7,22.2,88.9,6,11,64.7,12,5,29.4,1,17,20230630,2685550,1244550
1428493,30,0,0,0,10,50,30,10,0,11.1,0,11.1,17,13,43.3,7,23,76.7,1,30,20230630,2685450,1244650
1432942,32,0,6.3,0,3.1,34.4,31.3,12.5,12.5,36.4,9.1,45.5,15,17,53.1,23,9,28.1,1,32,20230630,2685450,1245150
1432198,124,7.3,9.7,4.8,1.6,32.3,35.5,5.6,3.2,12.8,31.4,44.2,59,65,52.4,101,23,18.5,1,124,20230630,2685450,1246250
1436391,25,4,16,4,12,16,28,20,0,35.7,42.9,78.6,13,12,48,14,11,44,1,25,20230630,2685450,1247450
1422223,22,0,13.6,22.7,13.6,13.6,27.3,9.1,0,16.7,66.7,83.3,7,15,68.2,12,10,45.5,1,22,20230630,2685550,1247350
1419442,28,3.6,0,0,14.3,39.3,32.1,10.7,0,12.5,4.2,16.7,17,11,39.3,12,16,57.1,1,28,20230630,2685450,1250950
1420897,61,3.3,3.3,1.6,9.8,31.1,31.1,19.7,0,27.3,11.4,38.6,29,32,52.5,36,25,41,1,61,20230630,2685450,1251450
1445121,63,0,0,87.3,12.7,0,0,0,0,0,687.5,687.5,-999,-999,-999,-999,-999,-999,1,63,20230630,2685450,1251850
1425693,50,0,10,10,10,20,30,18,2,33.3,33.3,66.7,26,24,48,26,24,48,1,50,20230630,2685450,1254150
1431934,36,11.1,8.3,0,2.8,58.3,16.7,2.8,0,3.6,25,28.6,20,16,44.4,23,13,36.1,1,36,20230630,2685550,1254750
1418455,24,0,25,4.2,4.2,12.5,37.5,12.5,4.2,30.8,53.8,84.6,12,12,50,17,7,29.2,1,24,20230630,2685850,1236650
1413988,31,0,19.4,6.5,12.9,6.5,45.2,3.2,6.5,15,40,55,13,18,58.1,26,5,16.1,1,31,20230630,2685650,1236850
1436682,16,12.5,12.5,6.3,0,25,18.8,12.5,12.5,57.1,71.4,128.6,7,9,56.3,12,4,25,1,16,20230630,2685750,1236750
1432664,30,10,6.7,3.3,3.3,16.7,23.3,23.3,13.3,84.6,46.2,130.8,15,15,50,19,11,36.7,1,30,20230630,2685650,1237150
1446150,60,6.7,8.3,3.3,3.3,18.3,30,20,10,58.1,35.5,93.5,35,25,41.7,47,13,21.7,1,60,20230630,2685750,1237050
1441852,55,1.8,9.1,1.8,1.8,21.8,29.1,20,14.5,65.5,24.1,89.7,26,29,52.7,39,16,29.1,1,55,20230630,2685650,1237950
1430488,93,2.2,7.5,4.3,2.2,24.7,29,19.4,10.8,53.8,25,78.8,42,51,54.8,61,32,34.4,1,93,20230630,2685750,1237950
1430039,75,4,16,2.7,4,18.7,33.3,14.7,6.7,38.1,40.5,78.6,33,42,56,60,15,20,1,75,20230630,2685750,1238050
1427713,8,12.5,25,0,0,25,12.5,25,0,66.7,100,166.7,-999,-999,-999,-999,-999,-999,1,8,20230630,2685850,1238050
1426919,44,0,4.5,2.3,4.5,6.8,29.5,29.5,22.7,127.8,16.7,144.4,17,27,61.4,39,5,11.4,1,44,20230630,2685650,1238150
1438032,28,0,17.9,7.1,3.6,14.3,32.1,25,0,50,50,100,11,17,60.7,21,7,25,1,28,20230630,2685650,1238550
1424112,26,19.2,0,0,0,46.2,19.2,15.4,0,23.5,29.4,52.9,11,15,57.7,19,7,26.9,1,26,20230630,2685850,1242650
1442841,6,0,0,0,0,16.7,50,33.3,0,50,0,50,-999,-999,-999,-999,-999,-999,1,6,20230630,2685650,1242950
1436631,16,0,25,0,0,0,25,25,25,200,100,300,7,9,56.3,11,5,31.3,1,16,20230630,2685850,1242850
1445231,33,12.1,21.2,6.1,0,21.2,27.3,6.1,6.1,25,81.3,106.3,18,15,45.5,-999,-999,-999,1,33,20230630,2685650,1243850
1436461,62,8.1,9.7,0,4.8,29,30.6,9.7,8.1,27.5,27.5,55,28,34,54.8,43,19,30.6,1,62,20230630,2685850,1244750
1427159,34,0,0,5.9,2.9,35.3,26.5,29.4,0,45.5,9.1,54.5,15,19,55.9,23,11,32.4,1,34,20230630,2685850,1244950
1427194,123,4.1,7.3,1.6,8.9,37.4,25.2,10.6,4.9,21.6,18.2,39.8,58,65,52.8,86,37,30.1,1,123,20230630,2685750,1245650
1417224,28,0,14.3,3.6,7.1,10.7,42.9,17.9,3.6,35.3,29.4,64.7,13,15,53.6,21,7,25,1,28,20230630,2685750,1246450
1435924,14,7.1,7.1,0,14.3,7.1,35.7,14.3,14.3,50,25,75,8,6,42.9,-999,-999,-999,1,14,20230630,2685850,1247450
1424821,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2685750,1248650
1417660,77,9.1,9.1,7.8,3.9,36.4,27.3,6.5,0,9.6,38.5,48.1,42,35,45.5,44,33,42.9,1,77,20230630,2685750,1251650
1441467,44,2.3,2.3,2.3,9.1,20.5,34.1,25,4.5,46.4,10.7,57.1,20,24,54.5,25,19,43.2,1,44,20230630,2685650,1253150
1427628,56,1.8,8.9,8.9,8.9,21.4,28.6,17.9,3.6,36.4,33.3,69.7,26,30,53.6,33,23,41.1,1,56,20230630,2685850,1253450
