RECORDID,PERS_N,J_0_6_P,J_7_15_P,J_16_19_P,J_20_24_P,J_25_44_P,J_45_64_P,J_65_79_P,J_80PLUS_P,ALTERSQUOT,JUGENDQUOT,GESAMTQUOT,MANN_N,FRAU_N,FRAU_P,SCHWEIZ_N,AUSLAND_N,AUSLAND_P,FLAECHE_HA,DICHTE_PHA,STICHTAG,E,N
1421561,64,0,20.3,3.1,6.3,37.5,26.6,6.3,0,8.9,33.3,42.2,33,31,48.4,24,40,62.5,1,64,20230630,2689850,1252850
1418217,80,7.5,5,0,2.5,42.5,32.5,10,0,12.9,16.1,29,48,32,40,50,30,37.5,1,80,20230630,2689950,1253150
1436884,86,7,7,2.3,7,36,20.9,16.3,3.5,30.9,25.5,56.4,44,42,48.8,58,28,32.6,1,86,20230630,2689750,1255050
1417736,11,0,0,0,18.2,27.3,54.5,0,0,0,0,0,7,4,36.4,-999,-999,-999,1,11,20230630,2690050,1234050
1415977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2690150,1236250
1418544,35,22.9,22.9,2.9,0,25.7,22.9,2.9,0,5.9,100,105.9,17,18,51.4,14,21,60,1,35,20230630,2690150,1236650
1432404,4,0,0,0,0,0,50,0,50,100,0,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2690150,1238650
1438776,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2690150,1238750
1429249,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2690150,1240150
1431669,26,23.1,7.7,0,0,38.5,19.2,7.7,3.8,20,53.3,73.3,13,13,50,22,4,15.4,1,26,20230630,2690150,1242350
1433266,5,0,0,0,0,0,0,80,20,0,0,0,-999,-999,-999,-999,-999,-999,1,5,20230630,2690050,1242650
1424631,5,0,0,20,0,20,40,0,20,33.3,33.3,66.7,-999,-999,-999,-999,-999,-999,1,5,20230630,2690250,1243050
1419730,7,0,0,0,28.6,0,57.1,14.3,0,16.7,0,16.7,-999,-999,-999,-999,-999,-999,1,7,20230630,2690250,1244750
1422854,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2690150,1245950
1429492,4,0,25,0,0,25,50,0,0,0,33.3,33.3,-999,-999,-999,-999,-999,-999,1,4,20230630,2690150,1247750
1443173,4,0,0,0,0,25,25,25,25,100,0,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2690050,1248850
1423756,30,10,13.3,10,0,33.3,23.3,10,0,17.6,58.8,76.5,15,15,50,23,7,23.3,1,30,20230630,2690050,1249850
1425760,61,3.3,13.1,0,3.3,31.1,32.8,16.4,0,24.4,24.4,48.8,30,31,50.8,50,11,18,1,61,20230630,2690150,1249850
1426626,73,4.1,1.4,2.7,13.7,34.2,28.8,11,4.1,19.6,10.7,30.4,37,36,49.3,52,21,28.8,1,73,20230630,2690050,1252650
1439054,41,19.5,14.6,4.9,2.4,36.6,14.6,7.3,0,13.6,72.7,86.4,21,20,48.8,33,8,19.5,1,41,20230630,2690150,1252750
1411845,61,6.6,11.5,6.6,4.9,27.9,34.4,8.2,0,12.2,36.6,48.8,32,29,47.5,34,27,44.3,1,61,20230630,2690050,1253250
1431916,63,4.8,7.9,3.2,6.3,34.9,28.6,11.1,3.2,20.5,22.7,43.2,34,29,46,45,18,28.6,1,63,20230630,2690050,1253350
1425838,114,7,12.3,5.3,7,20.2,40.4,4.4,3.5,11.7,36.4,48.1,54,60,52.6,69,45,39.5,1,114,20230630,2690050,1254850
1416533,177,15.8,16.4,0.6,1.7,40.7,16.4,6.2,2.3,14.4,55.8,70.2,91,86,48.6,133,44,24.9,1,177,20230630,2690250,1254850
1430700,82,8.5,2.4,0,1.2,17.1,14.6,20.7,35.4,170.4,33.3,203.7,30,52,63.4,73,9,11,1,82,20230630,2690150,1255350
1441493,66,12.1,13.6,9.1,4.5,27.3,25.8,6.1,1.5,13.2,60.5,73.7,28,38,57.6,60,6,9.1,1,66,20230630,2690150,1255650
1442580,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2690050,1256350
1446789,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2690450,1237250
1425922,8,0,0,0,12.5,25,50,12.5,0,14.3,0,14.3,-999,-999,-999,-999,-999,-999,1,8,20230630,2690450,1241650
1425089,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2690450,1241750
1419428,28,10.7,21.4,3.6,0,7.1,46.4,10.7,0,20,66.7,86.7,14,14,50,13,15,53.6,1,28,20230630,2690350,1242450
1418194,25,12,8,4,0,28,12,20,16,90,60,150,14,11,44,15,10,40,1,25,20230630,2690350,1242750
1431496,31,6.5,25.8,3.2,0,9.7,25.8,16.1,12.9,81.8,100,181.8,16,15,48.4,-999,-999,-999,1,31,20230630,2690450,1245250
1436927,37,0,13.5,8.1,5.4,13.5,27,24.3,8.1,70.6,47.1,117.6,15,22,59.5,33,4,10.8,1,37,20230630,2690350,1245950
1441115,7,0,14.3,28.6,0,0,28.6,0,28.6,100,150,250,-999,-999,-999,-999,-999,-999,1,7,20230630,2690450,1247150
1445236,27,0,0,7.4,7.4,22.2,37,25.9,0,38.9,11.1,50,14,13,48.1,15,12,44.4,1,27,20230630,2690350,1247550
1422924,56,5.4,19.6,8.9,1.8,16.1,39.3,8.9,0,15.6,59.4,75,28,28,50,39,17,30.4,1,56,20230630,2690450,1247350
1418420,96,13.5,12.5,4.2,4.2,35.4,29.2,1,0,1.5,43.9,45.5,47,49,51,65,31,32.3,1,96,20230630,2690350,1247650
1413218,25,4,16,8,0,20,48,4,0,5.9,41.2,47.1,10,15,60,15,10,40,1,25,20230630,2690450,1248750
1445743,34,8.8,2.9,2.9,8.8,11.8,23.5,26.5,14.7,93.3,33.3,126.7,15,19,55.9,-999,-999,-999,1,34,20230630,2690350,1253250
1421296,42,4.8,11.9,9.5,2.4,19,42.9,9.5,0,14.8,40.7,55.6,24,18,42.9,35,7,16.7,1,42,20230630,2690450,1254750
1446023,23,4.3,0,0,4.3,26.1,30.4,34.8,0,57.1,7.1,64.3,12,11,47.8,-999,-999,-999,1,23,20230630,2690450,1256850
1438235,19,0,0,0,26.3,0,36.8,26.3,10.5,58.3,0,58.3,10,9,47.4,-999,-999,-999,1,19,20230630,2690450,1257450
1428899,12,0,0,8.3,8.3,16.7,33.3,8.3,25,57.1,14.3,71.4,6,6,50,-999,-999,-999,1,12,20230630,2690450,1260250
1434310,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2690750,1235950
1422657,10,0,0,0,0,10,50,30,10,66.7,0,66.7,5,5,50,-999,-999,-999,1,10,20230630,2690650,1236150
1411977,42,7.1,16.7,16.7,2.4,16.7,38.1,2.4,0,4.2,70.8,75,23,19,45.2,16,26,61.9,1,42,20230630,2690750,1236650
1417691,12,8.3,25,16.7,0,16.7,33.3,0,0,0,100,100,5,7,58.3,-999,-999,-999,1,12,20230630,2690750,1236750
1447630,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2690750,1240050
1443081,7,0,14.3,14.3,0,0,28.6,28.6,14.3,150,100,250,-999,-999,-999,-999,-999,-999,1,7,20230630,2690550,1240950
1412233,15,0,13.3,20,13.3,0,53.3,0,0,0,50,50,7,8,53.3,-999,-999,-999,1,15,20230630,2690650,1242850
1429316,7,14.3,14.3,28.6,0,28.6,14.3,0,0,0,133.3,133.3,-999,-999,-999,-999,-999,-999,1,7,20230630,2690650,1243150
1437160,58,6.9,10.3,13.8,3.4,12.1,31,17.2,5.2,48.1,66.7,114.8,29,29,50,-999,-999,-999,1,58,20230630,2690750,1244750
1421674,26,0,34.6,0,3.8,3.8,30.8,11.5,15.4,70,90,160,13,13,50,-999,-999,-999,1,26,20230630,2690550,1244950
1424191,37,0,18.9,10.8,5.4,0,35.1,16.2,13.5,73.3,73.3,146.7,17,20,54.1,-999,-999,-999,1,37,20230630,2690650,1244950
1446907,39,2.6,12.8,7.7,2.6,20.5,33.3,12.8,7.7,36.4,40.9,77.3,22,17,43.6,34,5,12.8,1,39,20230630,2690650,1245250
1424344,18,5.6,22.2,0,16.7,11.1,22.2,22.2,0,44.4,55.6,100,7,11,61.1,-999,-999,-999,1,18,20230630,2690650,1245350
1441271,38,0,2.6,2.6,7.9,10.5,26.3,26.3,23.7,111.8,11.8,123.5,15,23,60.5,-999,-999,-999,1,38,20230630,2690550,1245450
1434622,84,9.5,13.1,6,2.4,26.2,22.6,11.9,8.3,39.5,55.8,95.3,39,45,53.6,47,37,44,1,84,20230630,2690750,1246050
1444613,45,2.2,4.4,0,8.9,20,46.7,4.4,13.3,23.5,8.8,32.4,22,23,51.1,35,10,22.2,1,45,20230630,2690650,1246450
1438340,4,0,25,25,0,0,50,0,0,0,100,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2690550,1247550
1444198,22,0,13.6,4.5,13.6,0,63.6,4.5,0,5.9,23.5,29.4,10,12,54.5,-999,-999,-999,1,22,20230630,2690650,1252150
1421752,46,0,6.5,15.2,10.9,8.7,47.8,6.5,4.3,16.1,32.3,48.4,22,24,52.2,-999,-999,-999,1,46,20230630,2690650,1252250
1433705,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2690750,1255050
1418698,20,0,20,0,0,15,45,10,10,33.3,33.3,66.7,10,10,50,-999,-999,-999,1,20,20230630,2690550,1257150
1412643,38,13.2,10.5,2.6,2.6,18.4,7.9,18.4,26.3,154.5,90.9,245.5,19,19,50,-999,-999,-999,1,38,20230630,2690650,1257350
1424104,4,0,0,0,0,0,50,50,0,100,0,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2690750,1259550
1413646,12,0,16.7,0,16.7,0,41.7,16.7,8.3,42.9,28.6,71.4,4,8,66.7,-999,-999,-999,1,12,20230630,2690850,1235950
1430793,76,0,2.6,1.3,1.3,3.9,18.4,14.5,57.9,305.6,16.7,322.2,25,51,67.1,71,5,6.6,1,76,20230630,2690850,1236150
1446552,30,0,13.3,3.3,0,3.3,40,20,20,92.3,38.5,130.8,17,13,43.3,-999,-999,-999,1,30,20230630,2691050,1236450
1447226,4,25,25,0,0,25,25,0,0,0,100,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2690850,1237650
1415678,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2690850,1242350
1446232,37,5.4,8.1,8.1,2.7,13.5,24.3,29.7,8.1,93.3,53.3,146.7,22,15,40.5,32,5,13.5,1,37,20230630,2690850,1244750
1429677,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2691050,1244750
1430371,69,7.2,1.4,1.4,5.8,34.8,24.6,15.9,8.7,37.8,15.6,53.3,39,30,43.5,36,33,47.8,1,69,20230630,2690950,1245050
1437322,23,0,8.7,0,4.3,34.8,43.5,8.7,0,10.5,10.5,21.1,10,13,56.5,15,8,34.8,1,23,20230630,2691050,1245150
1431461,14,0,7.1,0,0,21.4,42.9,14.3,14.3,44.4,11.1,55.6,7,7,50,-999,-999,-999,1,14,20230630,2690850,1246250
1428944,13,0,0,15.4,0,7.7,38.5,23.1,15.4,83.3,33.3,116.7,6,7,53.8,9,4,30.8,1,13,20230630,2691050,1246850
1430387,85,15.3,4.7,2.4,3.5,49.4,20,4.7,0,6.5,30.6,37.1,45,40,47.1,66,19,22.4,1,85,20230630,2690850,1247150
1423801,30,6.7,6.7,0,0,20,36.7,23.3,6.7,52.9,23.5,76.5,15,15,50,-999,-999,-999,1,30,20230630,2690950,1247650
1424041,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2691050,1248150
1437936,11,0,0,9.1,0,0,27.3,36.4,27.3,233.3,33.3,266.7,5,6,54.5,-999,-999,-999,1,11,20230630,2690850,1251550
1432188,58,12.1,8.6,0,0,34.5,22.4,15.5,6.9,39.4,36.4,75.8,30,28,48.3,38,20,34.5,1,58,20230630,2691050,1251950
1412554,28,7.1,14.3,0,3.6,10.7,25,28.6,10.7,100,54.5,154.5,11,17,60.7,-999,-999,-999,1,28,20230630,2690850,1252050
1442115,30,6.7,10,6.7,3.3,23.3,36.7,13.3,0,21.1,36.8,57.9,15,15,50,19,11,36.7,1,30,20230630,2691050,1252150
1441342,73,4.1,13.7,8.2,9.6,23.3,32.9,6.8,1.4,12.5,39.6,52.1,30,43,58.9,57,16,21.9,1,73,20230630,2690850,1254250
1441861,63,12.7,4.8,0,0,20.6,38.1,15.9,7.9,40.5,29.7,70.3,34,29,46,51,12,19,1,63,20230630,2690950,1255850
1431867,46,13,8.7,4.3,6.5,39.1,17.4,6.5,4.3,17.2,41.4,58.6,26,20,43.5,27,19,41.3,1,46,20230630,2691050,1255950
1427236,11,9.1,18.2,0,0,27.3,18.2,27.3,0,60,60,120,6,5,45.5,-999,-999,-999,1,11,20230630,2691050,1256250
1421365,63,9.5,3.2,4.8,0,30.2,36.5,7.9,7.9,23.8,26.2,50,35,28,44.4,38,25,39.7,1,63,20230630,2691150,1235850
1413289,91,8.8,13.2,5.5,2.2,31.9,24.2,8.8,5.5,24.5,47.2,71.7,43,48,52.7,44,47,51.6,1,91,20230630,2691150,1235950
1443921,16,6.3,6.3,0,0,6.3,12.5,25,43.8,366.7,66.7,433.3,9,7,43.8,-999,-999,-999,1,16,20230630,2691150,1236850
1436462,37,5.4,10.8,13.5,5.4,8.1,21.6,21.6,13.5,100,84.6,184.6,20,17,45.9,-999,-999,-999,1,37,20230630,2691350,1236750
1447414,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2691150,1237250
1443090,4,0,0,0,0,25,75,0,0,0,0,0,-999,-999,-999,-999,-999,-999,1,4,20230630,2691350,1238550
1411591,24,4.2,8.3,12.5,0,16.7,41.7,12.5,4.2,28.6,42.9,71.4,14,10,41.7,16,8,33.3,1,24,20230630,2691250,1245350
1446036,28,14.3,3.6,3.6,10.7,21.4,28.6,3.6,14.3,29.4,35.3,64.7,16,12,42.9,19,9,32.1,1,28,20230630,2691150,1245550
1417996,10,0,20,10,0,30,10,30,0,75,75,150,4,6,60,-999,-999,-999,1,10,20230630,2691150,1248650
1440843,50,8,2,2,6,22,30,24,6,51.7,20.7,72.4,22,28,56,44,6,12,1,50,20230630,2691350,1250050
1413360,76,2.6,10.5,3.9,3.9,26.3,22.4,21.1,9.2,57.5,32.5,90,38,38,50,63,13,17.1,1,76,20230630,2691150,1251450
1437439,50,4,12,4,6,14,36,20,4,42.9,35.7,78.6,24,26,52,35,15,30,1,50,20230630,2691250,1251450
1444615,58,6.9,6.9,3.4,1.7,20.7,36.2,17.2,6.9,41.2,29.4,70.6,33,25,43.1,51,7,12.1,1,58,20230630,2691150,1255850
1435315,22,9.1,13.6,0,9.1,22.7,31.8,13.6,0,21.4,35.7,57.1,8,14,63.6,15,7,31.8,1,22,20230630,2691250,1255850
1433248,8,0,25,0,0,12.5,50,12.5,0,20,40,60,4,4,50,-999,-999,-999,1,8,20230630,2691350,1255950
1429765,21,0,4.8,9.5,9.5,9.5,38.1,23.8,4.8,50,25,75,10,11,52.4,-999,-999,-999,1,21,20230630,2691250,1256150
1440412,16,6.3,18.8,6.3,0,12.5,43.8,12.5,0,22.2,55.6,77.8,9,7,43.8,12,4,25,1,16,20230630,2691150,1256350
1438795,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2691150,1258450
1422613,33,9.1,9.1,0,0,21.2,9.1,15.2,36.4,170,60,230,13,20,60.6,22,11,33.3,1,33,20230630,2691450,1236150
1432309,9,0,33.3,22.2,0,0,44.4,0,0,0,125,125,4,5,55.6,4,5,55.6,1,9,20230630,2691550,1236550
1429298,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2691450,1238450
1420176,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2691550,1243250
1423393,84,6,4.8,3.6,2.4,17.9,26.2,34.5,4.8,84.6,30.8,115.4,40,44,52.4,79,5,6,1,84,20230630,2691450,1248850
1439588,83,3.6,10.8,3.6,6,20.5,37.3,10.8,7.2,28.3,28.3,56.6,41,42,50.6,61,22,26.5,1,83,20230630,2691550,1248950
1429132,5,0,40,0,0,20,40,0,0,0,66.7,66.7,-999,-999,-999,-999,-999,-999,1,5,20230630,2691450,1249150
1411553,51,2,11.8,2,11.8,29.4,31.4,11.8,0,16.2,21.6,37.8,23,28,54.9,40,11,21.6,1,51,20230630,2691450,1250050
1419617,8,0,12.5,0,12.5,12.5,62.5,0,0,0,14.3,14.3,-999,-999,-999,-999,-999,-999,1,8,20230630,2691450,1251250
1417599,74,2.7,13.5,6.8,4.1,35.1,20.3,10.8,6.8,29.5,38.6,68.2,37,37,50,51,23,31.1,1,74,20230630,2691550,1255550
1417613,34,0,8.8,2.9,14.7,2.9,55.9,11.8,2.9,20,16,36,19,15,44.1,-999,-999,-999,1,34,20230630,2691550,1255950
1432090,26,19.2,3.8,3.8,11.5,26.9,34.6,0,0,0,36.8,36.8,12,14,53.8,-999,-999,-999,1,26,20230630,2691550,1256250
1439660,62,6.5,8.1,3.2,4.8,9.7,48.4,12.9,6.5,30.8,28.2,59,28,34,54.8,48,14,22.6,1,62,20230630,2691750,1235950
1416491,16,0,0,6.3,12.5,0,37.5,43.8,0,87.5,12.5,100,9,7,43.8,-999,-999,-999,1,16,20230630,2691850,1235950
1432686,37,13.5,5.4,2.7,5.4,32.4,37.8,0,2.7,3.6,28.6,32.1,17,20,54.1,27,10,27,1,37,20230630,2691850,1242350
1437314,23,0,8.7,0,17.4,17.4,26.1,13,17.4,50,14.3,64.3,12,11,47.8,-999,-999,-999,1,23,20230630,2691750,1242550
1431798,32,12.5,3.1,12.5,9.4,15.6,18.8,18.8,9.4,64.3,64.3,128.6,17,15,46.9,-999,-999,-999,1,32,20230630,2691650,1242850
1440114,37,10.8,16.2,0,0,13.5,35.1,18.9,5.4,50,55.6,105.6,15,22,59.5,33,4,10.8,1,37,20230630,2691650,1242950
1432727,30,10,0,6.7,10,10,46.7,10,6.7,25,25,50,17,13,43.3,-999,-999,-999,1,30,20230630,2691750,1242750
1418145,19,10.5,10.5,0,0,26.3,26.3,26.3,0,50,40,90,10,9,47.4,-999,-999,-999,1,19,20230630,2691650,1248350
1417539,22,4.5,0,4.5,9.1,36.4,18.2,27.3,0,42.9,14.3,57.1,11,11,50,-999,-999,-999,1,22,20230630,2691650,1248550
1439578,53,18.9,3.8,0,1.9,50.9,18.9,3.8,1.9,7.9,31.6,39.5,26,27,50.9,45,8,15.1,1,53,20230630,2691850,1248650
1419509,4,0,50,0,0,50,0,0,0,0,100,100,-999,-999,-999,-999,-999,-999,1,4,20230630,2691650,1250950
1419466,32,9.4,3.1,0,0,28.1,28.1,21.9,9.4,55.6,22.2,77.8,13,19,59.4,17,15,46.9,1,32,20230630,2691950,1235550
1424295,20,0,0,5,0,50,25,20,0,26.7,6.7,33.3,9,11,55,12,8,40,1,20,20230630,2692150,1236350
1424162,8,25,25,0,0,37.5,12.5,0,0,0,100,100,4,4,50,-999,-999,-999,1,8,20230630,2691950,1236750
1423521,42,2.4,23.8,11.9,7.1,11.9,38.1,4.8,0,8.3,66.7,75,20,22,52.4,36,6,14.3,1,42,20230630,2691950,1242150
1427878,40,10,12.5,12.5,10,7.5,27.5,10,10,44.4,77.8,122.2,16,24,60,25,15,37.5,1,40,20230630,2692150,1241950
1437625,26,0,0,3.8,3.8,46.2,38.5,3.8,3.8,8.7,4.3,13,12,14,53.8,17,9,34.6,1,26,20230630,2692150,1242150
1446518,52,11.5,19.2,1.9,1.9,26.9,32.7,1.9,3.8,9.4,53.1,62.5,27,25,48.1,33,19,36.5,1,52,20230630,2691950,1242250
1426268,49,0,0,0,0,0,0,12.2,87.8,0,0,0,11,38,77.6,-999,-999,-999,1,49,20230630,2692150,1242450
1442947,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2692150,1248450
1426678,120,9.2,4.2,6.7,14.2,33.3,22.5,8.3,1.7,14.3,28.6,42.9,67,53,44.2,48,72,60,1,120,20230630,2692050,1248750
1433384,6,0,0,0,0,33.3,50,16.7,0,20,0,20,-999,-999,-999,-999,-999,-999,1,6,20230630,2692050,1249850
1419731,8,0,0,0,0,0,37.5,50,12.5,166.7,0,166.7,4,4,50,-999,-999,-999,1,8,20230630,2692050,1257550
1416692,44,15.9,18.2,0,0,34.1,25,2.3,4.5,11.5,57.7,69.2,23,21,47.7,20,24,54.5,1,44,20230630,2692250,1235650
1428698,30,13.3,20,0,0,16.7,40,10,0,17.6,58.8,76.5,15,15,50,-999,-999,-999,1,30,20230630,2692350,1236150
1415241,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2692350,1236650
1414985,15,0,6.7,0,0,40,33.3,13.3,6.7,27.3,9.1,36.4,9,6,40,9,6,40,1,15,20230630,2692250,1242150
1423480,44,11.4,13.6,0,0,22.7,27.3,25,0,50,50,100,24,20,45.5,-999,-999,-999,1,44,20230630,2692350,1248350
1420865,87,5.7,9.2,4.6,1.1,27.6,37.9,10.3,3.4,20.7,29.3,50,37,50,57.5,63,24,27.6,1,87,20230630,2692250,1248650
1418281,28,10.7,0,3.6,3.6,32.1,35.7,10.7,3.6,20,20,40,16,12,42.9,21,7,25,1,28,20230630,2692250,1257550
1412291,59,5.1,11.9,3.4,1.7,27.1,25.4,25.4,0,46.9,37.5,84.4,31,28,47.5,49,10,16.9,1,59,20230630,2692350,1257550
1412682,24,16.7,0,4.2,4.2,45.8,12.5,8.3,8.3,26.7,33.3,60,13,11,45.8,16,8,33.3,1,24,20230630,2692550,1235550
1446119,36,5.6,2.8,5.6,8.3,30.6,30.6,16.7,0,24,20,44,15,21,58.3,-999,-999,-999,1,36,20230630,2692450,1235750
1422647,42,2.4,7.1,2.4,2.4,40.5,21.4,19,4.8,37,18.5,55.6,17,25,59.5,17,25,59.5,1,42,20230630,2692450,1236250
1424060,7,0,28.6,0,0,0,71.4,0,0,0,40,40,-999,-999,-999,-999,-999,-999,1,7,20230630,2692450,1240050
1421180,72,8.3,4.2,0,5.6,36.1,33.3,12.5,0,16.7,16.7,33.3,39,33,45.8,27,45,62.5,1,72,20230630,2692450,1241950
1441760,26,0,26.9,11.5,0,7.7,46.2,7.7,0,14.3,71.4,85.7,12,14,53.8,-999,-999,-999,1,26,20230630,2692650,1243950
1444159,70,1.4,8.6,2.9,4.3,24.3,24.3,32.9,1.4,64.9,24.3,89.2,33,37,52.9,57,13,18.6,1,70,20230630,2692450,1248950
1436769,49,0,2,2,10.2,20.4,38.8,14.3,12.2,38.2,5.9,44.1,29,20,40.8,41,8,16.3,1,49,20230630,2692450,1249050
1445011,80,5,8.8,7.5,3.8,31.3,27.5,13.8,2.5,26,34,60,36,44,55,44,36,45,1,80,20230630,2692550,1249050
1419312,43,4.7,7,7,0,23.3,46.5,7,4.7,16.7,26.7,43.3,23,20,46.5,-999,-999,-999,1,43,20230630,2692450,1249350
1436505,69,1.4,5.8,2.9,4.3,23.2,40.6,17.4,4.3,31.9,14.9,46.8,37,32,46.4,54,15,21.7,1,69,20230630,2692650,1254150
1426977,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2692650,1257750
1428880,46,2.2,6.5,4.3,4.3,13,45.7,19.6,4.3,37.9,20.7,58.6,23,23,50,34,12,26.1,1,46,20230630,2692850,1235450
1422128,27,0,0,3.7,0,18.5,59.3,18.5,0,23.8,4.8,28.6,14,13,48.1,22,5,18.5,1,27,20230630,2692950,1235450
1430193,39,5.1,0,0,0,51.3,30.8,5.1,7.7,15.6,6.3,21.9,16,23,59,28,11,28.2,1,39,20230630,2692750,1236350
1431651,6,16.7,0,0,0,16.7,50,16.7,0,25,25,50,-999,-999,-999,-999,-999,-999,1,6,20230630,2692850,1242250
1444765,50,2,16,2,10,12,46,10,2,17.6,29.4,47.1,24,26,52,39,11,22,1,50,20230630,2692750,1243850
1413885,26,0,3.8,15.4,7.7,3.8,50,15.4,3.8,31.3,31.3,62.5,13,13,50,-999,-999,-999,1,26,20230630,2692750,1243950
1423341,42,4.8,16.7,4.8,7.1,11.9,47.6,4.8,2.4,10.7,39.3,50,22,20,47.6,32,10,23.8,1,42,20230630,2692750,1244050
1439649,56,10.7,1.8,3.6,3.6,16.1,42.9,10.7,10.7,34.3,25.7,60,30,26,46.4,50,6,10.7,1,56,20230630,2692950,1243950
1430151,40,5,2.5,2.5,5,15,47.5,20,2.5,33.3,14.8,48.1,21,19,47.5,31,9,22.5,1,40,20230630,2692750,1244150
1422701,49,6.1,8.2,0,8.2,20.4,38.8,18.4,0,27.3,21.2,48.5,21,28,57.1,41,8,16.3,1,49,20230630,2692850,1244150
1441260,21,0,0,0,9.5,0,52.4,19,19,61.5,0,61.5,8,13,61.9,-999,-999,-999,1,21,20230630,2692850,1258650
1434456,23,21.7,0,4.3,4.3,17.4,26.1,8.7,17.4,54.5,54.5,109.1,10,13,56.5,-999,-999,-999,1,23,20230630,2692850,1258750
1423789,43,2.3,4.7,0,2.3,34.9,34.9,11.6,9.3,29,9.7,38.7,23,20,46.5,38,5,11.6,1,43,20230630,2692950,1258650
1431059,18,0,11.1,0,11.1,11.1,33.3,27.8,5.6,60,20,80,8,10,55.6,-999,-999,-999,1,18,20230630,2693150,1235350
1428007,16,12.5,6.3,12.5,6.3,31.3,18.8,12.5,0,22.2,55.6,77.8,5,11,68.8,-999,-999,-999,1,16,20230630,2693050,1236050
1438783,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2693050,1236250
1442651,17,5.9,5.9,11.8,0,11.8,29.4,0,35.3,85.7,57.1,142.9,9,8,47.1,-999,-999,-999,1,17,20230630,2693250,1240950
1425156,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,-999,20230630,2693250,1241650
1416764,74,4.1,9.5,10.8,8.1,21.6,39.2,4.1,2.7,9.8,35.3,45.1,47,27,36.5,65,9,12.2,1,74,20230630,2693250,1248750
1440372,47,4.3,2.1,2.1,2.1,25.5,38.3,21.3,4.3,38.7,12.9,51.6,21,26,55.3,41,6,12.8,1,47,20230630,2693050,1249150
1433084,16,0,0,0,18.8,43.8,37.5,0,0,0,0,0,11,5,31.3,10,6,37.5,1,16,20230630,2693050,1249550
1428775,15,0,6.7,0,13.3,66.7,13.3,0,0,0,7.1,7.1,9,6,40,-999,-999,-999,1,15,20230630,2693150,1249650
1432709,16,12.5,18.8,6.3,0,18.8,31.3,12.5,0,25,75,100,10,6,37.5,-999,-999,-999,1,16,20230630,2693250,1253650
